max_triples,seed,triple_fraction,loc_x,perfect_over_loc,structural_share
1000000,1,0.022292833533950257,4.2037187132330684,1.0663777788177096,0.9806580107666045
2000000,2,0.044585667067900514,4.220864737460338,1.062760675820228,1.0207452687794585
4000000,3,0.08917133413580103,4.1526695982192585,1.0656941757138376,1.0140879452615486
