cap,m,n_cross,copy_density,triple_fraction,loc_x,perfect_over_loc,permuted_over_loc_mean,structural_share
3000,133045,3623989,27.238821451388628,1.0,5.6608979514992015,1.3114644091429655,0.9966896601102191,1.0106283087011123
10000,247091,16778329,67.90344043287696,0.23840276346947303,4.440979664018143,1.1262191364299459,0.9994894027245097,1.0040453237910854
30000,300980,26587431,88.33620506345936,0.15044702889873038,4.053765520415172,1.09612293595501,1.0006203006234662,0.99354679903081
83105,424932,44857465,105.56386668925852,0.08917133413580103,4.1814929672199135,1.066851977621039,0.9985770399674891,1.021285234680372
