model,block,train,test,perfect_over_loc,learned_over_loc,capture,pred_corr
ridge,A,contact-primary-school,contact-high-school,1.3149893580660719,0.9895373567613118,-0.033215862602232867,0.3082182150848923
ridge,AB,contact-primary-school,contact-high-school,1.3149893580660719,0.997798945801875,-0.006987709717047982,0.3491646082695844
ridge,ABC,contact-primary-school,contact-high-school,1.3149893580660719,0.9995494786350118,-0.0014302748758062563,0.3523781722754214
gbt,ABC,contact-primary-school,contact-high-school,1.3149893580660719,0.9922805629742185,-0.02450697722988553,0.2390236788890299
ridge,A,contact-primary-school,email-Enron,1.80346655331272,1.0422181509150361,0.05254500108432545,0.48082728213559056
ridge,AB,contact-primary-school,email-Enron,1.80346655331272,0.8905506113176684,-0.13622146215180705,0.31280111005099126
ridge,ABC,contact-primary-school,email-Enron,1.80346655331272,0.9334031399868764,-0.0828869101502016,0.34892975538739
gbt,ABC,contact-primary-school,email-Enron,1.80346655331272,1.04674044203461,0.058173475724530896,0.4910755356125193
ridge,A,contact-primary-school,email-Eu,1.6725121109900603,1.2992906185272277,0.4450337973640615,0.8193634752521396
ridge,AB,contact-primary-school,email-Eu,1.6725121109900603,1.1502598078779462,0.22343063481300945,0.7043130882097961
ridge,ABC,contact-primary-school,email-Eu,1.6725121109900603,1.2243857648627465,0.3336531211793492,0.7416283817511009
gbt,ABC,contact-primary-school,email-Eu,1.6725121109900603,1.2654067294207576,0.3946497395117994,0.8220733589986985
ridge,A,contact-primary-school,NDC-classes,4.08325149712881,1.4998945250325315,0.16213225729332947,0.6268884959072557
ridge,AB,contact-primary-school,NDC-classes,4.08325149712881,1.4485394452889708,0.1454761136763123,0.6065981569740884
ridge,ABC,contact-primary-school,NDC-classes,4.08325149712881,1.6294726288250538,0.2041587036968059,0.6407909238043678
gbt,ABC,contact-primary-school,NDC-classes,4.08325149712881,1.1189871239409916,0.03859144284914644,0.5355227299748772
ridge,A,contact-primary-school,NDC-substances,1.9382074303228396,1.6053099209378243,0.6451770699892406,0.8843320309310311
ridge,AB,contact-primary-school,NDC-substances,1.9382074303228396,1.517838429645399,0.5519444985286565,0.8603577763254487
ridge,ABC,contact-primary-school,NDC-substances,1.9382074303228396,1.5520881855383464,0.5884500246905648,0.8641917293937027
gbt,ABC,contact-primary-school,NDC-substances,1.9382074303228396,1.3567968283530139,0.3802963148887439,0.8786848983738539
ridge,A,contact-primary-school,DAWN,1.0417909408473682,0.9912385514545036,-0.2096494687089147,0.9358223202493808
ridge,AB,contact-primary-school,DAWN,1.0417909408473682,0.9244767555486028,-1.8071678435579728,0.915505764814448
ridge,ABC,contact-primary-school,DAWN,1.0417909408473682,0.957765209388837,-1.0106207171888235,0.9184596875297847
gbt,ABC,contact-primary-school,DAWN,1.0417909408473682,1.0479409909269062,1.1471622785904627,0.8735578469347699
ridge,A,contact-primary-school,congress-bills,1.066851977621039,1.0111016811877949,0.1660636167074443,0.6236726238251127
ridge,AB,contact-primary-school,congress-bills,1.066851977621039,1.0005142025516705,0.007691658047654014,0.6885361399111889
ridge,ABC,contact-primary-school,congress-bills,1.066851977621039,1.0260345569050222,0.389435852632561,0.8069469003590527
gbt,ABC,contact-primary-school,congress-bills,1.066851977621039,0.9991980321379067,-0.011996172598503841,0.3491783673429777
ridge,A,contact-primary-school,tags-math-sx,1.1319030898951705,1.1377257419324434,1.0441434089368216,0.9482528110122577
ridge,AB,contact-primary-school,tags-math-sx,1.1319030898951705,1.1002742216665715,0.7602113168559135,0.9457826318890735
ridge,ABC,contact-primary-school,tags-math-sx,1.1319030898951705,1.1189307119308411,0.9016522056106561,0.9502750534750137
gbt,ABC,contact-primary-school,tags-math-sx,1.1319030898951705,1.0649475984705432,0.4923887569439053,0.8492245891224313
ridge,A,contact-primary-school,tags-ask-ubuntu,1.1923896562998082,1.2220339627625123,1.1540847207321179,0.9449005607154418
ridge,AB,contact-primary-school,tags-ask-ubuntu,1.1923896562998082,1.1925923275459682,1.0010534414898282,0.9427534484538218
ridge,ABC,contact-primary-school,tags-ask-ubuntu,1.1923896562998082,1.203456939440185,1.0575253542899952,0.9438951424004265
gbt,ABC,contact-primary-school,tags-ask-ubuntu,1.1923896562998082,1.0970812072284524,0.5046072075578065,0.8675760985808469
ridge,A,contact-primary-school,cs-cocitations,1.498426821066899,1.162164266124993,0.3253522067249009,0.6126583750081164
ridge,AB,contact-primary-school,cs-cocitations,1.498426821066899,1.1594268799627119,0.3198601544384257,0.6096914772460218
ridge,ABC,contact-primary-school,cs-cocitations,1.498426821066899,1.167936592643511,0.3369332980196315,0.6099613278256055
gbt,ABC,contact-primary-school,cs-cocitations,1.498426821066899,1.0529339853311446,0.10620212053965644,0.563026845605906
ridge,A,contact-primary-school,diseasome,3.9900640519565753,2.2851882405494974,0.4298196353715309,0.48570556004595966
ridge,AB,contact-primary-school,diseasome,3.9900640519565753,2.314186696941556,0.43951790801324336,0.4566548233386555
ridge,ABC,contact-primary-school,diseasome,3.9900640519565753,2.3113704557162857,0.43857604149254886,0.44947976675571916
gbt,ABC,contact-primary-school,diseasome,3.9900640519565753,0.9730212363257874,-0.00902280459729911,-0.08595619771668699
ridge,A,contact-primary-school,hospital-lyon,1.0879241574641232,1.0340160463719552,0.38687941235985357,0.8947528798486674
ridge,AB,contact-primary-school,hospital-lyon,1.0879241574641232,1.0081824407150606,0.09306248647761413,0.8560226485363325
ridge,ABC,contact-primary-school,hospital-lyon,1.0879241574641232,1.0130497749624736,0.14842081333333765,0.8582586281461033
gbt,ABC,contact-primary-school,hospital-lyon,1.0879241574641232,0.9697883371301922,-0.3436104904631638,0.43445707514731846
ridge,A,contact-primary-school,house-committees,6.46048355911533,1.4790066736240866,0.0877223909637944,0.37100648972943046
ridge,AB,contact-primary-school,house-committees,6.46048355911533,1.376009339401492,0.06886008085745624,0.29245124089995317
ridge,ABC,contact-primary-school,house-committees,6.46048355911533,1.4246507471738268,0.07776797468146315,0.29576752817652807
gbt,ABC,contact-primary-school,house-committees,6.46048355911533,1.095121645010643,0.01742000392105454,0.3260581141479758
ridge,A,contact-primary-school,hypertext-conference,1.1388262015279327,1.1005554571621419,0.7243262154796442,0.9548998082616085
ridge,AB,contact-primary-school,hypertext-conference,1.1388262015279327,1.0996068384047883,0.7174930762961691,0.9421860853340349
ridge,ABC,contact-primary-school,hypertext-conference,1.1388262015279327,1.1017203931454784,0.732717541976481,0.9444146962195571
gbt,ABC,contact-primary-school,hypertext-conference,1.1388262015279327,0.9822073546690095,-0.1281648934794954,0.5301118952769616
ridge,A,contact-primary-school,invs13,1.2663198563455473,1.051059219927331,0.19172141584922664,0.5981877144467348
ridge,AB,contact-primary-school,invs13,1.2663198563455473,1.0528392595064466,0.19840525686484387,0.6008525963742034
ridge,ABC,contact-primary-school,invs13,1.2663198563455473,1.0531075750117516,0.1994127502939361,0.6024473042250288
gbt,ABC,contact-primary-school,invs13,1.2663198563455473,0.9971132984423806,-0.010839227676189193,0.26288312484604914
ridge,A,contact-primary-school,math-cocitations,1.8053571194025417,1.162920217667422,0.20229561984661565,0.45859393364936807
ridge,AB,contact-primary-school,math-cocitations,1.8053571194025417,1.131305684075022,0.16304032200327695,0.42926638604971595
ridge,ABC,contact-primary-school,math-cocitations,1.8053571194025417,1.1494129387324954,0.18552383176712728,0.44322004325378145
gbt,ABC,contact-primary-school,math-cocitations,1.8053571194025417,1.011420528140947,0.01418070054365365,0.20647791870156348
ridge,A,contact-primary-school,neuro-cocitations,2.1242543379282326,1.1371964892481448,0.12203331988113064,0.5051776567553812
ridge,AB,contact-primary-school,neuro-cocitations,2.1242543379282326,0.9654673749533121,-0.0307160256195447,0.3816945334576195
ridge,ABC,contact-primary-school,neuro-cocitations,2.1242543379282326,0.986392711065197,-0.012103390198945923,0.3940060277503654
gbt,ABC,contact-primary-school,neuro-cocitations,2.1242543379282326,1.0245681391809343,0.021852830228974912,0.4227254348239053
ridge,A,contact-primary-school,physics-cocitations,1.8439255034952018,1.1438303529887885,0.1704301533643678,0.4982856376895021
ridge,AB,contact-primary-school,physics-cocitations,1.8439255034952018,1.0966862404748627,0.11456726935544312,0.4320977578678234
ridge,ABC,contact-primary-school,physics-cocitations,1.8439255034952018,1.1038532411917532,0.12305972596115965,0.42885677378606385
gbt,ABC,contact-primary-school,physics-cocitations,1.8439255034952018,1.004290747793113,0.005084273167883103,0.31806232577323557
ridge,A,contact-primary-school,plant-pollinator-mpl-014,2.5834026366365537,1.1143693087836353,0.07223008610531134,0.405781234332507
ridge,AB,contact-primary-school,plant-pollinator-mpl-014,2.5834026366365537,0.9116787077803057,-0.05577942727650462,0.18778357690026162
ridge,ABC,contact-primary-school,plant-pollinator-mpl-014,2.5834026366365537,0.8907016605356051,-0.06902750881896044,0.15775850412366857
gbt,ABC,contact-primary-school,plant-pollinator-mpl-014,2.5834026366365537,1.0531238689459697,0.033550448708873436,0.04496094224547249
ridge,A,contact-primary-school,plant-pollinator-mpl-015,1.4102516667953713,1.042098628773856,0.1026165941084509,0.6342077124372553
ridge,AB,contact-primary-school,plant-pollinator-mpl-015,1.4102516667953713,0.9472337030049768,-0.128619336046092,0.4548092289704887
ridge,ABC,contact-primary-school,plant-pollinator-mpl-015,1.4102516667953713,0.9701275048758129,-0.07281504876636408,0.4869546850197251
gbt,ABC,contact-primary-school,plant-pollinator-mpl-015,1.4102516667953713,0.9715098298580966,-0.06944559266376832,0.4311639074646974
ridge,A,contact-primary-school,plant-pollinator-mpl-016,3.056933205825239,0.8378225966173781,-0.07884427307767464,-0.03227114358911328
ridge,AB,contact-primary-school,plant-pollinator-mpl-016,3.056933205825239,0.6310781768242012,-0.1793552761611371,-0.23012163078912662
ridge,ABC,contact-primary-school,plant-pollinator-mpl-016,3.056933205825239,0.6773061319476624,-0.156881063098436,-0.1914735878554692
gbt,ABC,contact-primary-school,plant-pollinator-mpl-016,3.056933205825239,1.0799094893890695,0.038848849910520025,0.4251342675952412
ridge,A,contact-primary-school,plant-pollinator-mpl-021,2.745487382389059,1.1243104327458382,0.07121817894535208,0.4788904534885033
ridge,AB,contact-primary-school,plant-pollinator-mpl-021,2.745487382389059,0.8672583124932958,-0.07604849444687471,0.21073895848689542
ridge,ABC,contact-primary-school,plant-pollinator-mpl-021,2.745487382389059,0.8575061487080947,-0.08163556650685902,0.1914548885674116
gbt,ABC,contact-primary-school,plant-pollinator-mpl-021,2.745487382389059,1.050425724428174,0.028889194466221846,0.46160222226826003
ridge,A,contact-primary-school,plant-pollinator-mpl-034,5.693354349219635,0.8230815588750882,-0.037695521786955656,-0.2624951609701615
ridge,AB,contact-primary-school,plant-pollinator-mpl-034,5.693354349219635,0.6004544718078463,-0.0851300580486931,-0.3203157439964898
ridge,ABC,contact-primary-school,plant-pollinator-mpl-034,5.693354349219635,0.6305638286918159,-0.07871474084832532,-0.09152296943666724
gbt,ABC,contact-primary-school,plant-pollinator-mpl-034,5.693354349219635,1.111277756466245,0.023709643079633913,0.5024027113125427
ridge,A,contact-primary-school,plant-pollinator-mpl-044,2.6781507980073496,1.1109301862466134,0.06610263295666449,0.5292564192647614
ridge,AB,contact-primary-school,plant-pollinator-mpl-044,2.6781507980073496,0.8441078421726897,-0.09289520227408521,0.32905254502908055
ridge,ABC,contact-primary-school,plant-pollinator-mpl-044,2.6781507980073496,0.8383430091537895,-0.09633043170981025,0.3175575879269902
gbt,ABC,contact-primary-school,plant-pollinator-mpl-044,2.6781507980073496,1.0589177943079664,0.03510876041528919,0.5395218715714133
ridge,A,contact-primary-school,plant-pollinator-mpl-049,3.7357043527991034,0.9477940741606358,-0.01908317533871979,0.009061100837401422
ridge,AB,contact-primary-school,plant-pollinator-mpl-049,3.7357043527991034,0.7367399087449047,-0.0962311921555903,-0.10906129276205544
ridge,ABC,contact-primary-school,plant-pollinator-mpl-049,3.7357043527991034,0.8147364657154176,-0.06772059783983071,0.06329526816313749
gbt,ABC,contact-primary-school,plant-pollinator-mpl-049,3.7357043527991034,1.0966001710101478,0.03531089567895339,0.6334702301464457
ridge,A,contact-primary-school,plant-pollinator-mpl-057,1.8564782392421568,1.0608955935238051,0.071099989157562,0.6292424458269015
ridge,AB,contact-primary-school,plant-pollinator-mpl-057,1.8564782392421568,0.9180493491910053,-0.09568328423791314,0.5011820707026896
ridge,ABC,contact-primary-school,plant-pollinator-mpl-057,1.8564782392421568,0.936337702052228,-0.07433031574054086,0.49853289108286003
gbt,ABC,contact-primary-school,plant-pollinator-mpl-057,1.8564782392421568,1.0474212743301514,0.0553677515170864,0.6694870276159672
ridge,A,contact-primary-school,plant-pollinator-mpl-062,1.2434886859657044,1.07242902689806,0.2974636238673602,0.8174465722801753
ridge,AB,contact-primary-school,plant-pollinator-mpl-062,1.2434886859657044,1.0513707634409102,0.21097803061020176,0.6879160258784714
ridge,ABC,contact-primary-school,plant-pollinator-mpl-062,1.2434886859657044,1.0485318228749416,0.199318595369057,0.6676250876758217
gbt,ABC,contact-primary-school,plant-pollinator-mpl-062,1.2434886859657044,1.0600347713784424,0.24656082536376384,0.7649359899704298
ridge,A,contact-primary-school,senate-committees,1.3189930045470284,1.0815740776927527,0.2557237197367017,0.7669286314420537
ridge,AB,contact-primary-school,senate-committees,1.3189930045470284,1.0581590247844905,0.18232069028308828,0.7372032091885542
ridge,ABC,contact-primary-school,senate-committees,1.3189930045470284,1.077478611076913,0.2428849848507901,0.7433996776928805
gbt,ABC,contact-primary-school,senate-committees,1.3189930045470284,1.0961729064780052,0.3014890768986337,0.7494349651419087
ridge,A,contact-high-school,contact-primary-school,1.1318799492854903,1.0284422652572136,0.2156678510365706,0.7255810814342567
ridge,AB,contact-high-school,contact-primary-school,1.1318799492854903,1.033274550194221,0.2523093948283921,0.6896080635655475
ridge,ABC,contact-high-school,contact-primary-school,1.1318799492854903,1.033435649098236,0.2535309520468142,0.6680596947028049
gbt,ABC,contact-high-school,contact-primary-school,1.1318799492854903,1.043799155444239,0.33211383293319047,0.6838842850425256
ridge,A,contact-high-school,email-Enron,1.80346655331272,1.0110842647404497,0.01379555215428552,0.4009910163396749
ridge,AB,contact-high-school,email-Enron,1.80346655331272,0.8094881139557112,-0.23711240406809939,0.20480897032090986
ridge,ABC,contact-high-school,email-Enron,1.80346655331272,0.8989523592116088,-0.1257645889200594,0.285525933429547
gbt,ABC,contact-high-school,email-Enron,1.80346655331272,1.119537788687246,0.14877755420482355,0.5156334084686239
ridge,A,contact-high-school,email-Eu,1.6725121109900603,1.1794571947290589,0.26684604157516983,0.7385717226090478
ridge,AB,contact-high-school,email-Eu,1.6725121109900603,0.9992407442132004,-0.0011289845556562862,0.6012483524381574
ridge,ABC,contact-high-school,email-Eu,1.6725121109900603,1.1350299988888015,0.20078448652770398,0.6948342731686974
gbt,ABC,contact-high-school,email-Eu,1.6725121109900603,1.0622932484969088,0.09262769767105274,0.6501972303365986
ridge,A,contact-high-school,NDC-classes,4.08325149712881,1.836044274252021,0.271156691249664,0.6735668594626328
ridge,AB,contact-high-school,NDC-classes,4.08325149712881,1.2945787613141126,0.09554159353800062,0.5640702914767384
ridge,ABC,contact-high-school,NDC-classes,4.08325149712881,1.650374296536904,0.21093780288197264,0.6428516607237056
gbt,ABC,contact-high-school,NDC-classes,4.08325149712881,1.626834163861258,0.20330296261754174,0.709489272415458
ridge,A,contact-high-school,NDC-substances,1.9382074303228396,1.5638114324017118,0.6009453924359807,0.9002878001865553
ridge,AB,contact-high-school,NDC-substances,1.9382074303228396,1.450917445216959,0.48061593912318223,0.860104287448406
ridge,ABC,contact-high-school,NDC-substances,1.9382074303228396,1.4925381789681678,0.5249779132517466,0.8684449311593168
gbt,ABC,contact-high-school,NDC-substances,1.9382074303228396,1.2191906805002546,0.23362709931302772,0.7838522294937423
ridge,A,contact-high-school,DAWN,1.0417909408473682,1.0364857234867515,0.8730534117431619,0.9655057313857236
ridge,AB,contact-high-school,DAWN,1.0417909408473682,0.8754081741836688,-2.981311817586833,0.9221015903486296
ridge,ABC,contact-high-school,DAWN,1.0417909408473682,0.9359604440764921,-1.5323788989914717,0.9282735176032005
gbt,ABC,contact-high-school,DAWN,1.0417909408473682,1.0249434913639548,0.5968635991004639,0.8533236361871808
ridge,A,contact-high-school,congress-bills,1.066851977621039,1.0326679864645834,0.4886614820845988,0.8817533724443806
ridge,AB,contact-high-school,congress-bills,1.066851977621039,0.9435073095581625,-0.8450414251329289,0.3256652094770487
ridge,ABC,contact-high-school,congress-bills,1.066851977621039,0.9903453971564342,-0.14441761017593865,0.5943677167266878
gbt,ABC,contact-high-school,congress-bills,1.066851977621039,0.9770114129855957,-0.3438729538371887,0.09304091102925466
ridge,A,contact-high-school,tags-math-sx,1.1319030898951705,1.0885241900246472,0.6711305254107499,0.9334426470684567
ridge,AB,contact-high-school,tags-math-sx,1.1319030898951705,1.0790668597259456,0.5994314446218334,0.9237273861787054
ridge,ABC,contact-high-school,tags-math-sx,1.1319030898951705,1.1016317441714933,0.7705031341742243,0.9323929969786742
gbt,ABC,contact-high-school,tags-math-sx,1.1319030898951705,1.02789073469305,0.21144868338729578,0.7604902266403247
ridge,A,contact-high-school,tags-ask-ubuntu,1.1923896562998082,1.1360060943037273,0.7069303876284483,0.9354922622714574
ridge,AB,contact-high-school,tags-ask-ubuntu,1.1923896562998082,1.145849363844845,0.7580935828356716,0.9357624314778006
ridge,ABC,contact-high-school,tags-ask-ubuntu,1.1923896562998082,1.153336193349288,0.7970085102202084,0.9380679890644791
gbt,ABC,contact-high-school,tags-ask-ubuntu,1.1923896562998082,1.0511561053619327,0.2658984185834512,0.8091849373436671
ridge,A,contact-high-school,cs-cocitations,1.498426821066899,1.1224088847277178,0.24559048500981065,0.687175547072513
ridge,AB,contact-high-school,cs-cocitations,1.498426821066899,1.0988900012685179,0.1984042533201576,0.6345651300491405
ridge,ABC,contact-high-school,cs-cocitations,1.498426821066899,1.122779307714897,0.24633366930793163,0.6717776173455556
gbt,ABC,contact-high-school,cs-cocitations,1.498426821066899,1.1106066272177464,0.2219114673263154,0.6306991828961761
ridge,A,contact-high-school,diseasome,3.9900640519565753,1.3122211823083219,0.10441956322106782,0.24601033276626044
ridge,AB,contact-high-school,diseasome,3.9900640519565753,1.186493951982302,0.06237122307138133,0.2529264520652172
ridge,ABC,contact-high-school,diseasome,3.9900640519565753,1.1430017523143519,0.047825648490967064,0.23645372962296807
gbt,ABC,contact-high-school,diseasome,3.9900640519565753,1.416041353491766,0.13914128468904388,0.5031034507466136
ridge,A,contact-high-school,hospital-lyon,1.0879241574641232,1.0336024656201905,0.38217557710350286,0.8369364516052918
ridge,AB,contact-high-school,hospital-lyon,1.0879241574641232,0.9990365182384408,-0.010958100587456754,0.7716109699719125
ridge,ABC,contact-high-school,hospital-lyon,1.0879241574641232,0.9982180824443283,-0.020266529780496284,0.7567583402092207
gbt,ABC,contact-high-school,hospital-lyon,1.0879241574641232,1.0396751977987235,0.4512434232299889,0.11065450133973496
ridge,A,contact-high-school,house-committees,6.46048355911533,1.080110740962705,0.014670997558260955,0.12852109981374793
ridge,AB,contact-high-school,house-committees,6.46048355911533,1.0003278779591913,6.0045590402699506e-05,0.09539100276426116
ridge,ABC,contact-high-school,house-committees,6.46048355911533,1.0427815859856078,0.007834761431373845,0.0955166638398001
gbt,ABC,contact-high-school,house-committees,6.46048355911533,1.0411897359846718,0.007543239630474242,0.14089921994781696
ridge,A,contact-high-school,hypertext-conference,1.1388262015279327,1.0517194202939926,0.3725479752724222,0.8522473310643333
ridge,AB,contact-high-school,hypertext-conference,1.1388262015279327,1.0534515801485798,0.38502515778928786,0.8125460412150757
ridge,ABC,contact-high-school,hypertext-conference,1.1388262015279327,1.054751842979489,0.3943912775606173,0.8112624361949807
gbt,ABC,contact-high-school,hypertext-conference,1.1388262015279327,0.9999684619961208,-0.00022717616366448127,0.6400458307269123
ridge,A,contact-high-school,invs13,1.2663198563455473,1.0243576654340913,0.09146019289860055,0.5486148785274547
ridge,AB,contact-high-school,invs13,1.2663198563455473,1.0277183369937801,0.10407912265398589,0.549895801035668
ridge,ABC,contact-high-school,invs13,1.2663198563455473,1.026631688534564,0.09999888442418561,0.5462531964084769
gbt,ABC,contact-high-school,invs13,1.2663198563455473,1.0595257836433964,0.2235123751574961,0.527026141299318
ridge,A,contact-high-school,math-cocitations,1.8053571194025417,1.1106977789996442,0.13745179167443863,0.5333712569049389
ridge,AB,contact-high-school,math-cocitations,1.8053571194025417,1.0443369884290359,0.055052581470847996,0.4118034560917677
ridge,ABC,contact-high-school,math-cocitations,1.8053571194025417,1.088557134987464,0.10996008212252553,0.48423491278078257
gbt,ABC,contact-high-school,math-cocitations,1.8053571194025417,1.158776843187527,0.1971508531585545,0.5509337035851757
ridge,A,contact-high-school,neuro-cocitations,2.1242543379282326,0.9107742935114388,-0.07936434263886023,0.35692453567293275
ridge,AB,contact-high-school,neuro-cocitations,2.1242543379282326,0.9790967839722994,-0.018592960082520926,0.3808416008845766
ridge,ABC,contact-high-school,neuro-cocitations,2.1242543379282326,1.0224564028084129,0.019974486244629813,0.41495597832951076
gbt,ABC,contact-high-school,neuro-cocitations,2.1242543379282326,1.0659420137127649,0.05865399980068773,0.48822613335133463
ridge,A,contact-high-school,physics-cocitations,1.8439255034952018,1.113424599797638,0.13440119930951092,0.5310870383006937
ridge,AB,contact-high-school,physics-cocitations,1.8439255034952018,1.090057217490944,0.10671228339226983,0.510117956403595
ridge,ABC,contact-high-school,physics-cocitations,1.8439255034952018,1.1163695988425781,0.13789084268768015,0.5342311931376738
gbt,ABC,contact-high-school,physics-cocitations,1.8439255034952018,1.1831993080109673,0.21707995226146035,0.6152359951529056
ridge,A,contact-high-school,plant-pollinator-mpl-014,2.5834026366365537,0.9471049941407141,-0.033405909928029956,0.11399694938826979
ridge,AB,contact-high-school,plant-pollinator-mpl-014,2.5834026366365537,0.9180340039457177,-0.051765731695630875,0.1696669136271859
ridge,ABC,contact-high-school,plant-pollinator-mpl-014,2.5834026366365537,0.8859556681174248,-0.07202484651966157,0.12707385248023464
gbt,ABC,contact-high-school,plant-pollinator-mpl-014,2.5834026366365537,1.1180259449899272,0.07453943946982218,0.42093942422749614
ridge,A,contact-high-school,plant-pollinator-mpl-015,1.4102516667953713,1.0438114899990754,0.10679174161875622,0.6348650318362461
ridge,AB,contact-high-school,plant-pollinator-mpl-015,1.4102516667953713,0.9117217855575012,-0.21518063566218482,0.36072091416569646
ridge,ABC,contact-high-school,plant-pollinator-mpl-015,1.4102516667953713,0.9477721606964797,-0.127306830247617,0.41377619641366575
gbt,ABC,contact-high-school,plant-pollinator-mpl-015,1.4102516667953713,0.9397037261952318,-0.1469738667383484,0.4060518340364777
ridge,A,contact-high-school,plant-pollinator-mpl-016,3.056933205825239,0.8145009629463683,-0.09018233383966871,-0.03131770508241
ridge,AB,contact-high-school,plant-pollinator-mpl-016,3.056933205825239,0.5224975610724104,-0.23214289971852353,-0.17427404148306236
ridge,ABC,contact-high-school,plant-pollinator-mpl-016,3.056933205825239,0.6172894657589592,-0.18605880500018368,-0.12392208933050987
gbt,ABC,contact-high-school,plant-pollinator-mpl-016,3.056933205825239,0.9283716810829435,-0.03482287062808112,0.0029616724177415604
ridge,A,contact-high-school,plant-pollinator-mpl-021,2.745487382389059,1.01035185931366,0.005930641159657857,0.24348718545314732
ridge,AB,contact-high-school,plant-pollinator-mpl-021,2.745487382389059,0.8740404610249811,-0.07216296161512054,0.254527646502212
ridge,ABC,contact-high-school,plant-pollinator-mpl-021,2.745487382389059,0.8715348572620086,-0.07359843676564443,0.23573318568024398
gbt,ABC,contact-high-school,plant-pollinator-mpl-021,2.745487382389059,1.00275777472296,0.0015799453784566017,0.3361859274378202
ridge,A,contact-high-school,plant-pollinator-mpl-034,5.693354349219635,0.8243320836951786,-0.03742907593031618,-0.15133237688141477
ridge,AB,contact-high-school,plant-pollinator-mpl-034,5.693354349219635,0.4022103758763651,-0.1273693779850715,-0.4533817390310448
ridge,ABC,contact-high-school,plant-pollinator-mpl-034,5.693354349219635,0.4677975672568494,-0.11339489694223494,-0.2642543026726869
gbt,ABC,contact-high-school,plant-pollinator-mpl-034,5.693354349219635,0.8693571642793461,-0.027835706831378704,-0.1634314378081745
ridge,A,contact-high-school,plant-pollinator-mpl-044,2.6781507980073496,1.016864042827061,0.010049182020522534,0.39742755086652015
ridge,AB,contact-high-school,plant-pollinator-mpl-044,2.6781507980073496,0.8263619084539837,-0.10346989778999338,0.3442095001278447
ridge,ABC,contact-high-school,plant-pollinator-mpl-044,2.6781507980073496,0.8307131634737632,-0.1008770110095287,0.33285900754127473
gbt,ABC,contact-high-school,plant-pollinator-mpl-044,2.6781507980073496,0.8401823569910067,-0.09523437536052307,0.2605304914466916
ridge,A,contact-high-school,plant-pollinator-mpl-049,3.7357043527991034,0.9816717655161867,-0.006699640063466756,0.08292871594984134
ridge,AB,contact-high-school,plant-pollinator-mpl-049,3.7357043527991034,0.6526450937651633,-0.12697092281899244,-0.08261632540608757
ridge,ABC,contact-high-school,plant-pollinator-mpl-049,3.7357043527991034,0.8046708625086816,-0.07139994396377759,0.11351699365581583
gbt,ABC,contact-high-school,plant-pollinator-mpl-049,3.7357043527991034,0.9166958684296165,-0.030450706957843906,-0.09839782129277123
ridge,A,contact-high-school,plant-pollinator-mpl-057,1.8564782392421568,1.092011037097763,0.10742950945160924,0.5984682989796519
ridge,AB,contact-high-school,plant-pollinator-mpl-057,1.8564782392421568,0.8987436027905988,-0.11822413293184951,0.48140846511099455
ridge,ABC,contact-high-school,plant-pollinator-mpl-057,1.8564782392421568,0.9286938995761085,-0.08325500538926214,0.4817347010662204
gbt,ABC,contact-high-school,plant-pollinator-mpl-057,1.8564782392421568,0.9602718353398508,-0.04638549217000784,0.5844192443512188
ridge,A,contact-high-school,plant-pollinator-mpl-062,1.2434886859657044,1.0352937054359832,0.14495008380370641,0.686419913874556
ridge,AB,contact-high-school,plant-pollinator-mpl-062,1.2434886859657044,1.0126565089309996,0.05197986461178836,0.4639349262205219
ridge,ABC,contact-high-school,plant-pollinator-mpl-062,1.2434886859657044,1.0072768334612585,0.029885714945635966,0.42788490999185047
gbt,ABC,contact-high-school,plant-pollinator-mpl-062,1.2434886859657044,0.9854137574388457,-0.05990521696440855,0.26953231951943
ridge,A,contact-high-school,senate-committees,1.3189930045470284,1.062013067762088,0.1944025946592368,0.8129120999572731
ridge,AB,contact-high-school,senate-committees,1.3189930045470284,1.0355025404842046,0.11129567099635437,0.7146063145927316
ridge,ABC,contact-high-school,senate-committees,1.3189930045470284,1.0572885960998988,0.17959201387895282,0.6802059575061005
gbt,ABC,contact-high-school,senate-committees,1.3189930045470284,1.001761889827448,0.005523286725205661,0.5913156547231757
ridge,A,email-Enron,contact-primary-school,1.1318799492854903,1.0266005075416624,0.20170243987642386,0.762855340544809
ridge,AB,email-Enron,contact-primary-school,1.1318799492854903,1.0492697399146682,0.3735953811144585,0.6378575194331135
ridge,ABC,email-Enron,contact-primary-school,1.1318799492854903,1.0496400705093936,0.37640346980975875,0.6743901026817114
gbt,ABC,email-Enron,contact-primary-school,1.1318799492854903,1.0073906211719938,0.05604052179300452,0.4847579108405095
ridge,A,email-Enron,contact-high-school,1.3149893580660719,0.9616267284587825,-0.12182402534744796,0.25008768420161537
ridge,AB,email-Enron,contact-high-school,1.3149893580660719,0.9549273401243654,-0.14309264335901845,0.20880743130469034
ridge,ABC,email-Enron,contact-high-school,1.3149893580660719,0.960571044278997,-0.1251755169224874,0.23620704815685056
gbt,ABC,email-Enron,contact-high-school,1.3149893580660719,0.9958433986022218,-0.013196005805714542,0.2704647041654854
ridge,A,email-Enron,email-Eu,1.6725121109900603,1.2064434296754771,0.3069735493262044,0.8052295129756715
ridge,AB,email-Enron,email-Eu,1.6725121109900603,1.6719576187554483,0.9991754910795649,0.8197893661318857
