m,n_c4_all,n_cross,copy_density,perfect_over_unif,permuted_over_unif_mean,permuted_over_unif_lo,permuted_over_unif_hi,mindeg_over_unif,firstedge_over_unif,structural_share,structural_share_lo,structural_share_hi,perm_pvalue,label,domain,secs
8317,5372117,5370974,645.7826139232897,1.8779187591827755,1.0015602141333568,0.9894798676982663,1.0153899647029245,1.3151442853674264,1.341634309678782,0.9982228262956708,0.9824699443519689,1.0119830362339295,0.0196078431372549,contact-primary-school,contact,10.4
5818,779333,778619,133.82932279133723,2.157515497864951,0.999513430451318,0.9815134154381999,1.019416128776706,1.1837957469481213,1.4735147301391738,1.0004203568328713,0.9832260312604718,1.015970917534926,0.0196078431372549,contact-high-school,contact,1.3
1800,199937,144590,80.32777777777778,2.7679229187985417,1.002055839223845,0.9556926554846678,1.0599515797134695,1.5516263331200897,1.7225167495514953,0.9988371443109963,0.9660892570168094,1.025061807867417,0.0196078431372549,email-Enron,email,0.3
6222,1364221,950071,152.6954355512697,7.456245507462042,0.996997952200844,0.9016641563602548,1.0933405888117822,3.552863641883118,2.8394535428695513,1.0004649835257482,0.9855425899303396,1.0152311190034657,0.0196078431372549,NDC-classes,drugs,1.9
